author,date,content
AClown,"May 17, 2023, 2:45 pm ",Oh sorry- My discord is 『Qingxin』#0222 (i think- i'm like 93% sure-)
AClown,"May 17, 2023, 2:47 pm ",>872 SilverBishop:  BRO SEX IS GROSS... Kinda- like fictional men + sex? Yes Real men + sex? uhm... no..? depends tbh-
SilverBishop,"May 17, 2023, 2:49 pm ",Ong I got to voice a side character in an anime who died for 500 bucks :)
AClown,"May 17, 2023, 2:49 pm ",omg ima say this and be embarrassed but... you plan to go see the movie thats coming out october 27th that has been announced it was gonna be a movie since 2015?? (ifykyk-)
AClown,"May 17, 2023, 2:49 pm ",>875 SilverBishop:  BAHAHAHHA THAT DESCRIPTION LMAO
AClown,"May 17, 2023, 2:50 pm ",Oh another uh embarrassing thing... do you play roblox...?
SilverBishop,"May 17, 2023, 2:50 pm ",>876 AClown:  Yes! :)
SilverBishop,"May 17, 2023, 2:51 pm ",>878 AClown:  Also yes
SilverBishop,"May 17, 2023, 2:51 pm ",I may be old but I'm a fucking nerd who can't grow up AND I KEEP PULLING DUDES
AClown,"May 17, 2023, 2:51 pm ",AYYY!! BET BET!!!
SilverBishop,"May 17, 2023, 2:51 pm ",Do you have xbox???
SilverBishop,"May 17, 2023, 2:52 pm ",PLEAASE
AClown,"May 17, 2023, 2:52 pm ",>881 SilverBishop:  WE ARE LITERALLY THE SAME AGE WTF-
AClown,"May 17, 2023, 2:53 pm ",>883 SilverBishop:  I think I do? but I don't play on it- Last time I played on it I wasn't in school (I was literally 3-)
AClown,"May 17, 2023, 2:55 pm ",Also I leave in like.. 10 minutes-
AClown,"May 17, 2023, 2:56 pm ",And I think you said you lived in texas..? so I we have different time-zones
SilverBishop,"May 17, 2023, 2:56 pm ",">885 AClown:  Most kids at the age range of 16-18 stop playing games .,."
SilverBishop,"May 17, 2023, 2:56 pm ",If you do play it we can talk later today
SilverBishop,"May 17, 2023, 2:57 pm ",On xbox of course-
AClown,"May 17, 2023, 2:57 pm ",>889 SilverBishop:  NOT TRUE??? LITERALLY EVERYONE I KNOW PLAYS GAMES-???
SilverBishop,"May 17, 2023, 2:57 pm ",Redlighting D Is my name TvT I was 9 ok
SilverBishop,"May 17, 2023, 2:57 pm ",>892 AClown:  YOU FORGET I GO TO A PRIVATE SCHOOL
AClown,"May 17, 2023, 2:57 pm ",>891 SilverBishop:  If I have an xbox- What games ya got anyways??
Abinadiyinyang,"May 17, 2023, 2:58 pm ",">874 AClown:  If you're able to find the secret discord server of the spectators, then I will show you my picture"
AClown,"May 17, 2023, 2:58 pm ",>894 SilverBishop:  OH TRUE TRUE- I go to a charter school lol
SilverBishop,"May 17, 2023, 2:58 pm ",>895 AClown:  I have over 1000 games I play just about anything
SilverBishop,"May 17, 2023, 2:59 pm ",More than that really-
SilverBishop,"May 17, 2023, 2:59 pm ",Destiny 2 is my favorite tho-
AClown,"May 17, 2023, 2:59 pm ",">896 Abinadiyinyang:  HUH??? UHM- YA KNOW BASED ON WHAT YOU REPLIED TO I'M NOT SO SURE IF I WANNA SEE THIS ""PICTURE"""
Abinadiyinyang,"May 17, 2023, 2:59 pm ",I play Roblox too
AClown,"May 17, 2023, 3:00 pm ",>900 SilverBishop:  No clue what that is :D
Abinadiyinyang,"May 17, 2023, 3:00 pm ",>901 AClown:  my face
AClown,"May 17, 2023, 3:00 pm ",>902 Abinadiyinyang:  Then we should all play roblox together!
AClown,"May 17, 2023, 3:01 pm ",>904 Abinadiyinyang:  oh okay- THEN WHY'D YOU HAVE TO REPSPOND BACK TO 874????
Abinadiyinyang,"May 17, 2023, 3:01 pm ",>905 AClown:  yay
AClown,"May 17, 2023, 3:01 pm ",oh i gtg in 4 minutes-
Abinadiyinyang,"May 17, 2023, 3:02 pm ",😘🖖
AClown,"May 17, 2023, 3:03 pm ","Well, This is goodbye!! add me on discord!! 『Qingxin』#0222"
AClown,"May 17, 2023, 3:03 pm ",It was fun talking to y'all! :)
SilverBishop,"May 17, 2023, 3:04 pm ",Bai!~
Abinadiyinyang,"May 17, 2023, 3:09 pm ",goodnight sweet dreams keep them dry🍆🍆(^O^;)
SilverBishop,"May 17, 2023, 3:11 pm ",SHit well now i'm not dry~
SilverBishop,"May 17, 2023, 3:11 pm ",JK JK-
ruby_x1,"May 17, 2023, 3:14 pm ",>913 Abinadiyinyang:  :0000000000
AClown,"May 17, 2023, 3:32 pm ",And I’m home 💀💀
AClown,"May 17, 2023, 3:44 pm ",https://discord.gg/YpTTNG4H
SilverBishop,"May 17, 2023, 3:51 pm ",Get on your xbox and add me!!! Redlighting D :)
SilverBishop,"May 17, 2023, 3:51 pm ",I have another hour then i'm out of school
AClown,"May 17, 2023, 5:32 pm ",>920 SilverBishop:  I’m at the store rn 💀💀
SilverBishop,"May 17, 2023, 10:44 pm ",Clown you never added me on xbox TvT
SilverBishop,"May 18, 2023, 1:02 am ",This is sad... I'm reading texts from my exs while drinking root beer at 1 in the morning crying TvT
ruby_x1,"May 18, 2023, 1:13 am ",I don't reccomend you do that..wipe your tears and focus on whats important rn
Sxkurablossom,"May 18, 2023, 7:34 am ",💀
AClown,"May 18, 2023, 9:29 am ",>922 SilverBishop:  I DON'T KNOW WHERE IT IS TBH- I think it's boxed up since no one gets on it-
AClown,"May 18, 2023, 9:30 am ",ALSO HI- SORRY TO JOIN SO LATE BUT I WAS TAKING AN EOC-
SilverBishop,"May 18, 2023, 9:30 am ",BRUH I FELL ASLEEP BEFORE I COULD TEXT THE REST- XD
SilverBishop,"May 18, 2023, 9:31 am ",Hm? Wha?
SilverBishop,"May 18, 2023, 9:31 am ",......
SilverBishop,"May 18, 2023, 9:32 am ",I'm so confused-
AClown,"May 18, 2023, 9:41 am ",">931 SilverBishop:  YOU DON'T KNOW WHAT AN EOC IS...? maybe it's a thing only in my state... Uh basically it's an ""End Of Course"" (eoc) test (which is basically an exam- except it's state required and the teachers don't know whats on it-)"
Sxkurablossom,"Edited: May 18, 2023, 9:45 am ",This message has been deleted by its author.
SilverBishop,"May 18, 2023, 9:42 am ",NO no ik what an eoc is I'm just feeling odd about myself hard to explain TvT
Sxkurablossom,"Edited: May 18, 2023, 9:45 am ",This message has been deleted by its author.
AClown,"May 18, 2023, 9:43 am ",>934 SilverBishop:  OH- MY FAULT- IDK- I GOOGLED IT AND IT SAID IT WAS ONLY A insert my state here THING
SilverBishop,"May 18, 2023, 9:44 am ",Calm down it's fine just a simple mistake-
AClown,"May 18, 2023, 9:44 am ",>934 SilverBishop:  I was about to ask what you meant by odd but you literally just said it hard to explain 💀💀
SilverBishop,"May 18, 2023, 9:44 am ",:P
Holypochita,"May 18, 2023, 9:44 am ",>934 SilverBishop:  An eoc (for me) feels like I lived half my life just completing it
SilverBishop,"May 18, 2023, 9:44 am ",>938 AClown:  You ever been to a concert???
SilverBishop,"May 18, 2023, 9:47 am ",Damn chat died again?
Sxkurablossom,"May 18, 2023, 9:47 am ",pretty much
Holypochita,"May 18, 2023, 9:48 am ",>942 SilverBishop:  It dies every once in a while but come back to being active
AClown,"May 18, 2023, 9:48 am ",>941 SilverBishop:  No.. I haven't-
AClown,"May 18, 2023, 9:49 am ",>942 SilverBishop:  Sorry- I was gonna play war with my brother till our teacher told me to like- put the cards away :(
Holypochita,"May 18, 2023, 9:50 am ",>946 AClown:  I had that happen to me once when I was trying to do a magic trick
SilverBishop,"May 18, 2023, 9:51 am ",>945 AClown:  I'm having problems going on stage later today I have a solo T////
sleepydevon,"May 18, 2023, 9:52 am ",bro i swear some teachers are party poopers like girl we only have 4 days left of school (for me) calm down its not that serious.
AClown,"May 18, 2023, 9:54 am ",>949 sleepydevon:  I have like next week and then tuesday and wednesday-
SilverBishop,"May 18, 2023, 9:54 am ",>949 sleepydevon:  ONG I have marching band at the end of the year so ye- TvT
AClown,"May 18, 2023, 9:54 am ",>948 SilverBishop:  Did you sign up to do it or???
AClown,"May 18, 2023, 9:55 am ",>947 Holypochita:  I wanna see a magic trick now 💀
SilverBishop,"May 18, 2023, 9:56 am ",>952 AClown:  Ye- I'll be playing I used to hear a Symphony
SilverBishop,"May 18, 2023, 9:56 am ",>953 AClown:  Bet
SilverBishop,"May 18, 2023, 9:56 am ",*Casually leaves group for the trick*
Holypochita,"May 18, 2023, 9:56 am ",>953 AClown:  It's only a basic trick tho...
SilverBishop,"May 18, 2023, 9:56 am ",XD
SilverBishop,"May 18, 2023, 9:59 am ",>926 AClown:  Look for it RAAAA
Abinadiyinyang,"May 18, 2023, 10:00 am ",>948 SilverBishop:  you will do great dw
AClown,"May 18, 2023, 10:00 am ",>954 SilverBishop:  I don't know what that is either-
AClown,"May 18, 2023, 10:00 am ",>957 Holypochita:  Which one??
AClown,"May 18, 2023, 10:00 am ","(Also pause for a second- Ima sob because I have the ""year round"" school this year :( also- I just learned that ""judgement"" in america is spelled ""Judgment"")"
Holypochita,"May 18, 2023, 10:01 am ",>962 AClown:  The one with three piles and i'll guess your card after three rounds
AClown,"May 18, 2023, 10:02 am ",>964 Holypochita:  OH
Holypochita,"May 18, 2023, 10:09 am ",>965 AClown:  Have you seen it before?
AClown,"May 18, 2023, 10:10 am ",>966 Holypochita:  I think so-
Holypochita,"May 18, 2023, 10:11 am ",>967 AClown:  ok
Holypochita,"Edited: May 18, 2023, 10:45 am ",This chat died again :/
AClown,"May 18, 2023, 11:05 am ",I was doing a review game for my exam- (we had to throw a ball and I can't catch to save my life-)
Abinadiyinyang,"May 18, 2023, 11:17 am ",>970 AClown:  I can teach you how to catch balls❤️‍🔥😘
AClown,"May 18, 2023, 11:23 am ",>971 Abinadiyinyang:  AYO- UHM... PLEASE????
Holypochita,"May 18, 2023, 11:26 am ",Just took class photos and I came back seeing this
Abinadiyinyang,"Edited: May 18, 2023, 11:42 am ",ok here then catch and don't drop   🍆🤾
AClown,"May 18, 2023, 12:00 pm ",>974 Abinadiyinyang:  uhmmm... yeah no thanks now- You may keep your balls 😰😰
Abinadiyinyang,"May 18, 2023, 12:04 pm ",lmfao jk jk🤣
Holypochita,"Edited: May 18, 2023, 12:09 pm ",This message has been deleted by its author.
AClown,"May 18, 2023, 12:17 pm ",>976 Abinadiyinyang:  LMAO OKAY OKAY
AClown,"May 18, 2023, 12:17 pm ",>977 Holypochita:  SUSPICIOUS... WHAT'D YOU DELETE???
Holypochita,"May 18, 2023, 12:19 pm ",">979 AClown:  i just wrote ""..."""
AClown,"May 18, 2023, 12:20 pm ",>980 Holypochita:  OH- Lmao sorry then ;w;
Holypochita,"May 18, 2023, 12:23 pm ",>981 AClown:  it's ok
AClown,"May 18, 2023, 12:27 pm ",So... What are y'all doing?
Holypochita,"May 18, 2023, 12:30 pm ",School work
AClown,"May 18, 2023, 12:35 pm ",ew- I should be doing that but...
SilverBishop,"May 18, 2023, 12:44 pm ",>972 AClown:  HMMMM?! WTF DID I MISS???
AClown,"May 18, 2023, 12:46 pm ",>986 SilverBishop:  BAHAHAHAHHA IT WAS A JOKE
Abinadiyinyang,"May 18, 2023, 12:50 pm ","yeah, calm down bro"
Abinadiyinyang,"May 18, 2023, 12:54 pm ",https://magma.com/d/wUuLeCwlW9
SilverBishop,"May 18, 2023, 1:04 pm ",I was never looking for her Till I found her Now I find her everywhere She's always there See her in my morning coffee Glaring at me Through glassy surface there The way she stares She's the ghost of Chicago IDK I'm bored
SilverBishop,"May 18, 2023, 1:04 pm ",Trying to remember song lyrics just bc :)
Abinadiyinyang,"May 18, 2023, 1:19 pm ",Do you want to see song lyrics?
SilverBishop,"May 18, 2023, 1:20 pm ",Hm? Like a song you made?
SilverBishop,"May 18, 2023, 1:21 pm ",I've made a song- It's ok-
Abinadiyinyang,"May 18, 2023, 1:22 pm ",https://open.spotify.com/track/039rFknDYa2fiq2kkpc0FT?si=736ed8a506e14f49
SilverBishop,"May 18, 2023, 1:28 pm ",Yo Clown I'm getting my new phone pretty soon so we'll be able to talk on Discord~ YEEE
AClown,"May 18, 2023, 1:42 pm ",>996 SilverBishop:  ayyyy W
SilverBishop,"May 18, 2023, 1:45 pm ",>997 AClown:  Do you still promise not to make fun of my voice?
SilverBishop,"May 18, 2023, 1:54 pm ",Bc I occasionally sound like swaggersouls or perfect cell sometimes- TvT
AClown,"May 18, 2023, 1:57 pm ",>998 SilverBishop:  Why Would I make fun of it???
AClown,"May 18, 2023, 1:57 pm ",Also join me on  https://boger.js.org/chat
SilverBishop,"May 18, 2023, 2:04 pm ",Joined it yet your not talking =w=
AClown,"May 18, 2023, 2:08 pm ",SORRY
AClown,"May 18, 2023, 2:15 pm ",I'M BACK :)
Abinadiyinyang,"May 18, 2023, 2:16 pm ",I am on it
AClown,"May 18, 2023, 2:17 pm ",Me too!
AClown,"May 18, 2023, 2:21 pm ",>1002 SilverBishop:  You gonna come back? :(
SilverBishop,"May 18, 2023, 2:27 pm ",I gtg for a bit!! MUch love
AClown,"May 18, 2023, 2:45 pm ",">1008 SilverBishop:  Oh, terribly late reply but goodbye!! Goodluck btw!!"
Abinadiyinyang,"Edited: May 18, 2023, 2:53 pm ",Ghost of the Lion King: do you really know what just happened?
Abinadiyinyang,"Edited: May 18, 2023, 2:54 pm ",Ghost of the Lion King: VANTA YOU BECAME KING you dumy
AClown,"May 18, 2023, 2:57 pm ","what- I haven't seen ""The Lion King""..."
Abinadiyinyang,"May 18, 2023, 2:57 pm ",Ghost of the Lion King: now I have to pass on the spirit flame
Abinadiyinyang,"Edited: May 18, 2023, 3:05 pm ","Ghost of the Lion King: walks up to Vanta and puts the tip of his nose to his forehead. the spot turns into an orange circle power rushes into you, your godly power restored"
AClown,"May 18, 2023, 3:00 pm ",I'M CONFUSED-
Abinadiyinyang,"May 18, 2023, 3:08 pm ",my bad wrong talk
AClown,"May 18, 2023, 3:42 pm ",HELLO
SilverBishop,"May 18, 2023, 4:06 pm ",DEAR GOD-
SilverBishop,"May 18, 2023, 4:06 pm ",I WAS SO BADDDD
AClown,"May 18, 2023, 4:08 pm ",DONT SAY THAT!!! I BET YOU DID AMAZING :(
SilverBishop,"May 18, 2023, 4:12 pm ",-Internal screaming-
AClown,"May 18, 2023, 4:14 pm ","Also- If I take forever to respond it’s cause I’m watching SpongeBob, YouTube, reading, and talking to people on discord-"
SilverBishop,"May 18, 2023, 4:16 pm ",oh- I don't matter! I see how it is! WHAAA
SilverBishop,"May 18, 2023, 4:16 pm ",X3
AClown,"May 18, 2023, 4:22 pm ",>1023 SilverBishop:  That’s not it.
AClown,"Edited: May 18, 2023, 4:38 pm ",This message has been deleted by its author.
SilverBishop,"May 18, 2023, 4:30 pm ",>1025 AClown:  Wait i'm just joking TwT|||
AClown,"May 18, 2023, 4:31 pm ",>1027 SilverBishop:  Please make it known next time.
SilverBishop,"Edited: May 18, 2023, 4:32 pm ",O-oh I-Im really sorry I didn't know you didn't see it as a joke... I'll cease my comments-
AClown,"May 18, 2023, 4:34 pm ",">1029 SilverBishop:  No no no!! It’s my fault for not taking it as one, It’s just I used to deal with people like that a lot just because I didn’t respond to them immediately after they had messaged me"
SilverBishop,"May 18, 2023, 4:36 pm ",Damn me with my heart on my sleeve I thought I was going to lose another friend- I was on the verge of tears-
AClown,"May 18, 2023, 4:37 pm ",No no! You haven’t done anything wrong so why would you lose a friend?
SilverBishop,"May 18, 2023, 4:40 pm ",I've lost friends a lot easier than that- It's hard to make friends irl for me people see me a spoiled brat or they see me as a piggy bank that breaks with each friendship-
AClown,"May 18, 2023, 4:41 pm ",Seriously? I’d love to be friends with you irl :(
AClown,"May 18, 2023, 4:42 pm ",But I’m super bad with irl friendships 💀💀
SilverBishop,"May 18, 2023, 4:43 pm ",Well if we became friends we'd be closer than you think~ XD
AClown,"May 18, 2023, 4:45 pm ",What does that mean? 🤨🤨
SilverBishop,"May 18, 2023, 4:46 pm ",Nothing- just joking-
AClown,"May 18, 2023, 4:47 pm ",Oh okay :)
Sxkurablossom,"May 18, 2023, 5:30 pm ",this is just depressing-
Holypochita,"Edited: May 18, 2023, 5:38 pm ",This message has been deleted by its author.
ruby_x1,"May 18, 2023, 11:01 pm ",>1040 Sxkurablossom:  nah my life is more depressing
SilverBishop,"May 18, 2023, 11:16 pm ",HM? how so?
SilverBishop,"May 19, 2023, 9:03 am ",>1042 ruby_x1:  Elaborate
SilverBishop,"May 19, 2023, 9:14 am ",Damn- soo quiet- TwT
ruby_x1,"May 19, 2023, 9:24 am ",yeah..really quiet its nice
SilverBishop,"May 19, 2023, 9:27 am ",I've gotten used to it... just enough that it drives me insane-
ruby_x1,"May 19, 2023, 9:29 am ",>1044 SilverBishop:  I rather not lets just leave it at that if you don't mind :)
ruby_x1,"May 19, 2023, 9:30 am ",">1047 SilverBishop:  sounds like something an extrovert would say, can't relate though"
SilverBishop,"May 19, 2023, 9:33 am ",Nah I'm a mixed breed- Sometimes I'd love to be surrounded by people ik at there are times when I want complete silence
ruby_x1,"May 19, 2023, 9:41 am ","then your an ambivert, nice. I'm fully an introvert for me its better that way"
Sxkurablossom,"Edited: May 19, 2023, 9:47 am ",This message has been deleted by its author.
SilverBishop,"May 19, 2023, 9:44 am ",No I wish I could give you a hug TvT
SilverBishop,"May 19, 2023, 9:44 am ",0v0
Holypochita,"May 19, 2023, 9:46 am ",I try avoiding social interactions as much as I can
ruby_x1,"May 19, 2023, 9:47 am ",>1052 Sxkurablossom:  wdym..?
SilverBishop,"May 19, 2023, 9:47 am ",Mostly introverted when it comes to crowds or groups of people until I get to know them
ruby_x1,"May 19, 2023, 9:52 am ",>1053 SilverBishop:  no need to its alright
ruby_x1,"May 19, 2023, 9:55 am ",>1055 Holypochita:  same here
ruby_x1,"May 19, 2023, 9:57 am ",>1057 SilverBishop:  that I can relate to
Holypochita,"May 19, 2023, 9:58 am ",">1059 ruby_x1:  But even though i don't like being social, i get very lonely, so i'm constantly in a loop"
sleepydevon,"May 19, 2023, 9:59 am ",helllloooo
ruby_x1,"May 19, 2023, 10:01 am ",">1061 Holypochita:  very relatable, I'm trying to get out that loop though"
ruby_x1,"May 19, 2023, 10:01 am ",>1062 sleepydevon:  hiiiiii
AClown,"May 19, 2023, 10:14 am ",HELLO!!
AClown,"May 19, 2023, 10:14 am ",oh nvm bye- (I have to do a review ;-;)
SilverBishop,"May 19, 2023, 10:17 am ",L
Gracie_Freeman,"May 19, 2023, 10:38 am ",hey!
Gracie_Freeman,"May 19, 2023, 10:39 am ",wait hold up  silverbishop  arent you on boger lol?
SilverBishop,"May 19, 2023, 10:44 am ",yeah why?
Gracie_Freeman,"May 19, 2023, 10:44 am ",you dont remember me lol. Gracie
SilverBishop,"May 19, 2023, 10:46 am ",Oh I do
Gracie_Freeman,"May 19, 2023, 10:48 am ",yeah! i added you on discord btw. if you wanna talk better we can talk on boger or not
SilverBishop,"May 19, 2023, 10:50 am ",K I'll hop on boger
Gracie_Freeman,"May 19, 2023, 10:53 am ",ok
AClown,"May 19, 2023, 11:08 am ",I'M BACK!!!
ruby_x1,"May 19, 2023, 11:11 am ",welcome back :)
AClown,"May 19, 2023, 11:11 am ",Hiii!!
ruby_x1,"May 19, 2023, 11:12 am ",Hiyaaa!
SilverBishop,"May 19, 2023, 11:13 am ",HII!~
AClown,"May 19, 2023, 11:14 am ",Silver! Hi!
AClown,"May 19, 2023, 11:14 am ",How are y'all? :)
ruby_x1,"May 19, 2023, 11:18 am ","I'm alright, wbuuu?"
AClown,"May 19, 2023, 11:19 am ",I'm doing good tbh!
ruby_x1,"May 19, 2023, 11:19 am ",glad to hear it :D
AClown,"May 19, 2023, 11:23 am ",What'cha doin?
SilverBishop,"May 19, 2023, 11:24 am ",BRUUHHHH I GET MY PHONE NEXT WEEK WEDNESDAY!!!
AClown,"May 19, 2023, 11:25 am ",AYYY W
ruby_x1,"May 19, 2023, 11:28 am ",roleplaying and learning how to write w/my other hand
ruby_x1,"May 19, 2023, 11:29 am ",wbu?
SilverBishop,"May 19, 2023, 11:29 am ",Nah bruh I'm ambidextrous
AClown,"May 19, 2023, 11:30 am ",>1090 ruby_x1:  I'm just on boger lol :)
SilverBishop,"May 19, 2023, 11:31 am ",Trying to learn how to play industry baby on the trumpet
ruby_x1,"May 19, 2023, 11:31 am ","lucky you, I struggle but I'm getting there"
ruby_x1,"May 19, 2023, 11:32 am ",>1092 AClown:  ohhh nicee
ruby_x1,"May 19, 2023, 11:33 am ",>1093 SilverBishop:  by Lil Nas X?
SilverBishop,"May 19, 2023, 11:38 am ",>1096 ruby_x1:  yep
SilverBishop,"May 19, 2023, 11:38 am ",And my schools new marching show music it's gonna be so DOPE!
ruby_x1,"May 19, 2023, 11:43 am ",thats great ^^
ruby_x1,"May 19, 2023, 11:44 am ",1100!
AClown,"May 19, 2023, 11:44 am ",1101!!
ruby_x1,"May 19, 2023, 11:45 am ",DAMN SO MANY MESSAGES-
AClown,"May 19, 2023, 11:46 am ",I KNOW LMAO
ruby_x1,"May 19, 2023, 11:48 am ",THIS IS CRAZYYY
ruby_x1,"May 19, 2023, 11:49 am ",CRAZY GOOOD
ruby_x1,"May 19, 2023, 11:50 am ","It all started on may 18,2022.."
SilverBishop,"May 19, 2023, 11:57 am ",>1106 ruby_x1:  Btw are you joining in the Exotic animals rp?
Gracie_Freeman,"May 19, 2023, 12:01 pm ",Silver im on boger now i was in athletics
AClown,"May 19, 2023, 12:11 pm ",Hello!
SilverBishop,"May 19, 2023, 12:13 pm ",Hi
Gracie_Freeman,"May 19, 2023, 12:14 pm ",hey
AClown,"May 19, 2023, 12:14 pm ",what'cha doin?
SilverBishop,"May 19, 2023, 12:14 pm ",>1111 Gracie_Freeman:  You want me on boger bc?
Gracie_Freeman,"May 19, 2023, 12:16 pm ",idk lol
SilverBishop,"May 19, 2023, 12:17 pm ",I'm not even interesting TvT
Gracie_Freeman,"May 19, 2023, 12:18 pm ",to me you are lol
AClown,"May 19, 2023, 12:30 pm ",>1115 SilverBishop:  Are you on??
SilverBishop,"May 19, 2023, 12:33 pm ",Nah busy with spanish rn-
AClown,"May 19, 2023, 12:35 pm ",Oh okay
ruby_x1,"May 19, 2023, 12:43 pm ",>1107 SilverBishop:  yeah I will in like 20 minutes
ruby_x1,"May 19, 2023, 12:44 pm ",>1118 SilverBishop:  at least its not chem T-T
Abinadiyinyang,"May 19, 2023, 12:47 pm ","Hey guy I ran away and now I am on the run, thinking of going to Asia"
SilverBishop,"May 19, 2023, 12:49 pm ",wha???
Abinadiyinyang,"May 19, 2023, 12:50 pm ",yeah
Abinadiyinyang,"May 19, 2023, 12:51 pm ","I'm back in my emo junkie phase, I need you guys more than ever. I love u guys."
SilverBishop,"May 19, 2023, 12:52 pm ",You to bud!
Abinadiyinyang,"May 19, 2023, 12:54 pm ",you are my brother and I love you man
SilverBishop,"May 19, 2023, 12:55 pm ",DAMN I wish I could hug you rn even though your face would be in my stomach XD
ruby_x1,"May 19, 2023, 1:05 pm ",">1125 Abinadiyinyang:  well you have me, I'm here for you if you ever need anything lmk, love ya too"
ruby_x1,"May 19, 2023, 1:06 pm ",so wholesome :')
Shaarkboy,"May 19, 2023, 1:19 pm ",hey this is Abinadi I made an account for the dude who house I'm at right now he wants to roleplay can you help him out. (I Give him back the keyboard)
Gracie_Freeman,"May 19, 2023, 1:22 pm ",heyyy im back
Gracie_Freeman,"May 19, 2023, 1:23 pm ",im backkk
Gracie_Freeman,"May 19, 2023, 1:23 pm ",>1131 Shaarkboy:  are you asking how to make a roplay chat??
ruby_x1,"May 19, 2023, 1:23 pm ","hiya, welcome back :)"
Gracie_Freeman,"May 19, 2023, 1:24 pm ",>1135 ruby_x1:  thank you
ruby_x1,"May 19, 2023, 1:41 pm ",>1136 Gracie_Freeman:  youre welcome
Gracie_Freeman,"May 19, 2023, 1:43 pm ",how are you today ruby
ruby_x1,"May 19, 2023, 1:44 pm ",">1131 Shaarkboy:  I can try to help out but with what mainly?( making the oc's, creating a story line, interacting w/other oc's,etc)"
ruby_x1,"May 19, 2023, 1:44 pm ",">1138 Gracie_Freeman:  I'm alright thanks, what about you?"
SilverBishop,"May 19, 2023, 1:52 pm ",>1140 ruby_x1:  I'm up for helping as well :)
Shaarkboy,"May 19, 2023, 1:56 pm ","This is abinadiyinyan, I'm helping him out (gives him back the keyboard)"
Gracie_Freeman,"May 19, 2023, 1:57 pm ",So gosh darn confused. shaarkboy what specifically are you asking help for
Sxkurablossom,"May 19, 2023, 1:58 pm ",https://boger.js.org/chat
ruby_x1,"May 19, 2023, 1:59 pm ",>1141 SilverBishop:  okay the more the merrier
ruby_x1,"May 19, 2023, 2:01 pm ",>1142 Shaarkboy:  wait so does he need help or nah? seems like he got it
Abinadiyinyang,"May 19, 2023, 2:01 pm ",he wasnt asking for help that was me
Abinadiyinyang,"May 19, 2023, 2:01 pm ",I got his oc up and he is ready to join the exotic role play
ruby_x1,"May 19, 2023, 2:05 pm ","ohhhh sorry I misunderstood, what do you need help with?"
ruby_x1,"May 19, 2023, 2:05 pm ",okay he can join whenever he's ready ^^
Abinadiyinyang,"May 19, 2023, 2:06 pm ",nothing he is all ready to rp
ruby_x1,"May 19, 2023, 2:06 pm ",okayy
Abinadiyinyang,"May 19, 2023, 2:08 pm ",ok I'll be leaving don't know when I'll be on again. silver can you role play the baby cub if I'm not here?
Gracie_Freeman,"May 19, 2023, 2:15 pm ",yall wanna joing my space? boger.js.org/s/Talkingggg
ruby_x1,"May 19, 2023, 2:17 pm ","okay I will, I don't see why not"
Abinadiyinyang,"May 19, 2023, 2:17 pm ",goodbye everybody! I love you all especially my beloved
SilverBishop,"May 19, 2023, 2:18 pm ",W-wha don't say it like that! T///// i'm not yours-
Abinadiyinyang,"May 19, 2023, 2:19 pm ",your my brother
Abinadiyinyang,"May 19, 2023, 2:19 pm ",how bout that
AClown,"May 19, 2023, 2:20 pm ",OOP-
Abinadiyinyang,"May 19, 2023, 2:20 pm ",alright bye
Gracie_Freeman,"May 19, 2023, 2:21 pm ",>1157 SilverBishop:  huhhhhh
Shaarkboy,"May 19, 2023, 2:25 pm ",wait are you two dating?
SilverBishop,"May 19, 2023, 2:25 pm ",>1162 Gracie_Freeman:  Look up the meaning for Davion and you'll see why
SilverBishop,"May 19, 2023, 2:25 pm ",>1163 Shaarkboy:  NO!
Shaarkboy,"May 19, 2023, 2:27 pm ",are you Shure I just went over all the chats and it looks like you two are a thing
AClown,"May 19, 2023, 2:27 pm ",>1163 Shaarkboy:  abinadiyinyan and silver or gracie and silver??? (I can kinda see both tbh-)
ruby_x1,"May 19, 2023, 2:27 pm ",oops wrong timing...
ruby_x1,"May 19, 2023, 2:28 pm ",>1167 AClown:  I see none but I could be wrong idk
SilverBishop,"May 19, 2023, 2:29 pm ",I DO NOT HAVE A THING FOR HIM DAMMIT
Shaarkboy,"May 19, 2023, 2:29 pm ",actually I think both silver and Gracie like abinadiyinyang
AClown,"Edited: May 19, 2023, 2:30 pm ",This message has been deleted by its author.
SilverBishop,"May 19, 2023, 2:30 pm ",O-M-G I DO NOT
AClown,"May 19, 2023, 2:30 pm ",">1170 SilverBishop:  I READ THAT AS ""I DO HAVE A THING FOR HIM DAMMIT"" 😭😭"
SilverBishop,"May 19, 2023, 2:30 pm ",He's irrational and knows little value about the balance of power I do not have feelings for him
Gracie_Freeman,"May 19, 2023, 2:31 pm ",>1165 SilverBishop:  who and who does he think is dating
ruby_x1,"May 19, 2023, 2:31 pm ","chill chill, you don't okay? don't mind them (I'd do that) ^^"
Gracie_Freeman,"May 19, 2023, 2:31 pm ",>1167 AClown:  -///////- whattttttt
Shaarkboy,"May 19, 2023, 2:32 pm ",I saw Gracie exchange ig and snap with him and I herd silver say he swings that way and if theirs a hole there's a goal
SilverBishop,"May 19, 2023, 2:32 pm ",Me and abinadiyinyang
Gracie_Freeman,"May 19, 2023, 2:32 pm ",>1171 Shaarkboy:  idk him ik siler idk know abinadiyinyang
